state	age	cause	sex	perc
MADHYA PRADESH	65-69	Infections	F	3.1
MADHYA PRADESH	65-69	Infections	T	3.6
MADHYA PRADESH	70+	Infections	M	4.2
MADHYA PRADESH	70+	Infections	F	2.7
MADHYA PRADESH	70+	Infections	T	3.6
MADHYA PRADESH	1-4	External Causes	M	4.4
MADHYA PRADESH	1-4	External Causes	F	4.8
MADHYA PRADESH	1-4	External Causes	T	4.6
MADHYA PRADESH	5-14	External Causes	M	7
MADHYA PRADESH	5-14	External Causes	F	5.3
MADHYA PRADESH	5-14	External Causes	T	6.2
MADHYA PRADESH	15-24	External Causes	M	15.7
MADHYA PRADESH	15-24	External Causes	F	22.2
MADHYA PRADESH	15-24	External Causes	T	19
MADHYA PRADESH	25-34	External Causes	M	15.8
MADHYA PRADESH	25-34	External Causes	F	21.7
MADHYA PRADESH	25-34	External Causes	T	18.7
MADHYA PRADESH	35-44	External Causes	M	10.1
MADHYA PRADESH	35-44	External Causes	F	15.8
MADHYA PRADESH	35-44	External Causes	T	12.2
MADHYA PRADESH	45-54	External Causes	M	5.5
MADHYA PRADESH	45-54	External Causes	F	4.5
MADHYA PRADESH	45-54	External Causes	T	5.2
MADHYA PRADESH	55-64	External Causes	M	2.9
MADHYA PRADESH	55-64	External Causes	F	2.9
MADHYA PRADESH	55-64	External Causes	T	2.9
MADHYA PRADESH	65-69	External Causes	M	2.3
MADHYA PRADESH	65-69	External Causes	F	1.8
MADHYA PRADESH	65-69	External Causes	T	2.1
MADHYA PRADESH	70+	External Causes	M	1.7
MADHYA PRADESH	70+	External Causes	F	1.7
MADHYA PRADESH	70+	External Causes	T	1.7
MADHYA PRADESH	1-4	Unknown diseases	M	15.2
MADHYA PRADESH	1-4	Unknown diseases	F	11.5
MADHYA PRADESH	1-4	Unknown diseases	T	13.4
MADHYA PRADESH	5-14	Unknown diseases	M	21.4
MADHYA PRADESH	5-14	Unknown diseases	F	25.4
MADHYA PRADESH	5-14	Unknown diseases	T	23.3
MADHYA PRADESH	15-24	Unknown diseases	M	34.8
MADHYA PRADESH	15-24	Unknown diseases	F	26.1
MADHYA PRADESH	15-24	Unknown diseases	T	30.3
MADHYA PRADESH	25-34	Unknown diseases	M	35.2
MADHYA PRADESH	25-34	Unknown diseases	F	31.6
MADHYA PRADESH	25-34	Unknown diseases	T	33.4
MADHYA PRADESH	35-44	Unknown diseases	M	32.8
MADHYA PRADESH	35-44	Unknown diseases	F	32.1
MADHYA PRADESH	35-44	Unknown diseases	T	32.5
MADHYA PRADESH	45-54	Unknown diseases	M	29.2
MADHYA PRADESH	45-54	Unknown diseases	F	29
MADHYA PRADESH	45-54	Unknown diseases	T	29.1
MADHYA PRADESH	55-64	Unknown diseases	M	20
MADHYA PRADESH	55-64	Unknown diseases	F	18.9
MADHYA PRADESH	55-64	Unknown diseases	T	19.6
MADHYA PRADESH	65-69	Unknown diseases	M	16.3
MADHYA PRADESH	65-69	Unknown diseases	F	17.9
MADHYA PRADESH	65-69	Unknown diseases	T	16.9
MADHYA PRADESH	70+	Unknown diseases	M	16.6
MADHYA PRADESH	70+	Unknown diseases	F	19.7
MADHYA PRADESH	70+	Unknown diseases	T	17.8
MADHYA PRADESH	1-4	Respiratory	M	6.7
MADHYA PRADESH	1-4	Respiratory	F	3.4
MADHYA PRADESH	1-4	Respiratory	T	5.1
MADHYA PRADESH	5-14	Respiratory	M	1.7
MADHYA PRADESH	5-14	Respiratory	F	0.6
MADHYA PRADESH	5-14	Respiratory	T	1.2
MADHYA PRADESH	15-24	Respiratory	M	1.4
MADHYA PRADESH	15-24	Respiratory	F	0.7
MADHYA PRADESH	15-24	Respiratory	T	1
MADHYA PRADESH	25-34	Respiratory	M	1.6
MADHYA PRADESH	25-34	Respiratory	F	1
MADHYA PRADESH	25-34	Respiratory	T	1.3
MADHYA PRADESH	35-44	Respiratory	M	2.1
MADHYA PRADESH	35-44	Respiratory	F	1.7
MADHYA PRADESH	35-44	Respiratory	T	1.9
MADHYA PRADESH	45-54	Respiratory	M	4.1
MADHYA PRADESH	45-54	Respiratory	F	3
MADHYA PRADESH	45-54	Respiratory	T	3.8
MADHYA PRADESH	55-64	Respiratory	M	7.2
MADHYA PRADESH	55-64	Respiratory	F	3.8
MADHYA PRADESH	55-64	Respiratory	T	6.1
MADHYA PRADESH	65-69	Respiratory	M	8.6
MADHYA PRADESH	65-69	Respiratory	F	5.6
MADHYA PRADESH	65-69	Respiratory	T	7.5
MADHYA PRADESH	70+	Respiratory	M	9.4
MADHYA PRADESH	70+	Respiratory	F	6
MADHYA PRADESH	70+	Respiratory	T	8.1
MADHYA PRADESH	1-4	Cancer	M	0
MADHYA PRADESH	1-4	Cancer	F	0
MADHYA PRADESH	1-4	Cancer	T	0
MADHYA PRADESH	5-14	Cancer	M	0
MADHYA PRADESH	5-14	Cancer	F	0.2
MADHYA PRADESH	5-14	Cancer	T	0.1
MADHYA PRADESH	15-24	Cancer	M	0.4
MADHYA PRADESH	15-24	Cancer	F	0.2
MADHYA PRADESH	15-24	Cancer	T	0.3
MADHYA PRADESH	25-34	Cancer	M	0.7
MADHYA PRADESH	25-34	Cancer	F	1
MADHYA PRADESH	25-34	Cancer	T	0.8
MADHYA PRADESH	35-44	Cancer	M	1.3
MADHYA PRADESH	35-44	Cancer	F	4.2
MADHYA PRADESH	35-44	Cancer	T	2.4
MADHYA PRADESH	45-54	Cancer	M	2
MADHYA PRADESH	45-54	Cancer	F	5.9
MADHYA PRADESH	45-54	Cancer	T	3.3
MADHYA PRADESH	55-64	Cancer	M	3.2
MADHYA PRADESH	55-64	Cancer	F	4.6
MADHYA PRADESH	55-64	Cancer	T	3.6
MADHYA PRADESH	65-69	Cancer	M	2.7
MADHYA PRADESH	65-69	Cancer	F	2.3
MADHYA PRADESH	65-69	Cancer	T	2.5
MADHYA PRADESH	70+	Cancer	M	1.9
MADHYA PRADESH	70+	Cancer	F	2.3
MADHYA PRADESH	70+	Cancer	T	2
MADHYA PRADESH	1-4	Digestive	M	0
MADHYA PRADESH	1-4	Digestive	F	0
MADHYA PRADESH	1-4	Digestive	T	0
MADHYA PRADESH	5-14	Digestive	M	0
MADHYA PRADESH	5-14	Digestive	F	0.2
MADHYA PRADESH	5-14	Digestive	T	0.1
MADHYA PRADESH	15-24	Digestive	M	1.1
MADHYA PRADESH	15-24	Digestive	F	0.2
MADHYA PRADESH	15-24	Digestive	T	0.7
MADHYA PRADESH	25-34	Digestive	M	2.9
MADHYA PRADESH	25-34	Digestive	F	1
MADHYA PRADESH	25-34	Digestive	T	2
MADHYA PRADESH	35-44	Digestive	M	6.2
MADHYA PRADESH	35-44	Digestive	F	1
MADHYA PRADESH	35-44	Digestive	T	4.3
MADHYA PRADESH	45-54	Digestive	M	4.5
MADHYA PRADESH	45-54	Digestive	F	1.2
MADHYA PRADESH	45-54	Digestive	T	3.4
MADHYA PRADESH	55-64	Digestive	M	3.6
MADHYA PRADESH	55-64	Digestive	F	1
MADHYA PRADESH	55-64	Digestive	T	2.7
MADHYA PRADESH	65-69	Digestive	M	1.9
MADHYA PRADESH	65-69	Digestive	F	0.6
MADHYA PRADESH	65-69	Digestive	T	1.4
MADHYA PRADESH	70+	Digestive	M	1.7
MADHYA PRADESH	70+	Digestive	F	0.5
MADHYA PRADESH	70+	Digestive	T	1.3
MADHYA PRADESH	1-4	Blood diseases	M	24.9
MADHYA PRADESH	1-4	Blood diseases	F	34.1
MADHYA PRADESH	1-4	Blood diseases	T	29.3
MADHYA PRADESH	5-14	Blood diseases	M	25.8
MADHYA PRADESH	5-14	Blood diseases	F	24.3
MADHYA PRADESH	5-14	Blood diseases	T	25.1
MADHYA PRADESH	15-24	Blood diseases	M	14.7
MADHYA PRADESH	15-24	Blood diseases	F	19.2
MADHYA PRADESH	15-24	Blood diseases	T	17
MADHYA PRADESH	25-34	Blood diseases	M	9.2
MADHYA PRADESH	25-34	Blood diseases	F	13.8
MADHYA PRADESH	25-34	Blood diseases	T	11.5
MADHYA PRADESH	35-44	Blood diseases	M	5.2
MADHYA PRADESH	35-44	Blood diseases	F	8.7
MADHYA PRADESH	35-44	Blood diseases	T	6.5
MADHYA PRADESH	45-54	Blood diseases	M	3.8
MADHYA PRADESH	45-54	Blood diseases	F	5.6
MADHYA PRADESH	45-54	Blood diseases	T	4.4
MADHYA PRADESH	55-64	Blood diseases	M	3.2
MADHYA PRADESH	55-64	Blood diseases	F	3.7
MADHYA PRADESH	55-64	Blood diseases	T	3.3
MADHYA PRADESH	65-69	Blood diseases	M	2.4
MADHYA PRADESH	65-69	Blood diseases	F	2.9
MADHYA PRADESH	65-69	Blood diseases	T	2.6
MADHYA PRADESH	70+	Blood diseases	M	3.1
MADHYA PRADESH	70+	Blood diseases	F	3
MADHYA PRADESH	70+	Blood diseases	T	3.1
MADHYA PRADESH	1-4	Endocrine	M	0
MADHYA PRADESH	1-4	Endocrine	F	0.3
MADHYA PRADESH	1-4	Endocrine	T	0.1
MADHYA PRADESH	5-14	Endocrine	M	0.2
MADHYA PRADESH	5-14	Endocrine	F	0.2
MADHYA PRADESH	5-14	Endocrine	T	0.2
MADHYA PRADESH	15-24	Endocrine	M	0.2
MADHYA PRADESH	15-24	Endocrine	F	0.5
MADHYA PRADESH	15-24	Endocrine	T	0.3
MADHYA PRADESH	25-34	Endocrine	M	1.1
MADHYA PRADESH	25-34	Endocrine	F	0.7
MADHYA PRADESH	25-34	Endocrine	T	0.9
MADHYA PRADESH	35-44	Endocrine	M	2.9
MADHYA PRADESH	35-44	Endocrine	F	3.1
MADHYA PRADESH	35-44	Endocrine	T	3
MADHYA PRADESH	45-54	Endocrine	M	4.5
MADHYA PRADESH	45-54	Endocrine	F	6.7
MADHYA PRADESH	45-54	Endocrine	T	5.2
MADHYA PRADESH	55-64	Endocrine	M	5.4
MADHYA PRADESH	55-64	Endocrine	F	8.3
MADHYA PRADESH	55-64	Endocrine	T	6.3
MADHYA PRADESH	65-69	Endocrine	M	6.9
MADHYA PRADESH	65-69	Endocrine	F	9.2
MADHYA PRADESH	65-69	Endocrine	T	7.8
MADHYA PRADESH	70+	Endocrine	M	5.8
MADHYA PRADESH	70+	Endocrine	F	6.5
MADHYA PRADESH	70+	Endocrine	T	6.1
MADHYA PRADESH	1-4	Nervous	M	17
MADHYA PRADESH	1-4	Nervous	F	18.9
MADHYA PRADESH	1-4	Nervous	T	17.9
MADHYA PRADESH	5-14	Nervous	M	22.3
MADHYA PRADESH	5-14	Nervous	F	19.9
MADHYA PRADESH	5-14	Nervous	T	21.2
MADHYA PRADESH	15-24	Nervous	M	12.1
MADHYA PRADESH	15-24	Nervous	F	11.3
MADHYA PRADESH	15-24	Nervous	T	11.7
MADHYA PRADESH	25-34	Nervous	M	8.8
MADHYA PRADESH	25-34	Nervous	F	9.4
MADHYA PRADESH	25-34	Nervous	T	9.1
MADHYA PRADESH	35-44	Nervous	M	5.9
MADHYA PRADESH	35-44	Nervous	F	4.3
MADHYA PRADESH	35-44	Nervous	T	5.3
MADHYA PRADESH	45-54	Nervous	M	3.9
MADHYA PRADESH	45-54	Nervous	F	3.5
MADHYA PRADESH	45-54	Nervous	T	3.7
MADHYA PRADESH	55-64	Nervous	M	3.5
MADHYA PRADESH	55-64	Nervous	F	3.4
MADHYA PRADESH	55-64	Nervous	T	3.5
MADHYA PRADESH	65-69	Nervous	M	3.5
MADHYA PRADESH	65-69	Nervous	F	3.7
MADHYA PRADESH	65-69	Nervous	T	3.6
MADHYA PRADESH	70+	Nervous	M	3.2
MADHYA PRADESH	70+	Nervous	F	2.2
MADHYA PRADESH	70+	Nervous	T	2.8
MADHYA PRADESH	1-4	Others	F	0.3
MADHYA PRADESH	5-14	Others	F	0
MADHYA PRADESH	15-24	Others	F	3
MADHYA PRADESH	25-34	Others	F	1.1
MADHYA PRADESH	35-44	Others	F	0.7
MADHYA PRADESH	45-54	Others	F	0.5
MADHYA PRADESH	55-64	Others	F	0.3
MADHYA PRADESH	65-69	Others	F	0.4
MADHYA PRADESH	70+	Others	F	0.4
MADHYA PRADESH	1-4	Others	M	0
MADHYA PRADESH	5-14	Others	M	0.2
MADHYA PRADESH	15-24	Others	M	0.9
MADHYA PRADESH	25-34	Others	M	1.2
MADHYA PRADESH	35-44	Others	M	1.2
MADHYA PRADESH	45-54	Others	M	0.9
MADHYA PRADESH	55-64	Others	M	1.2
MADHYA PRADESH	65-69	Others	M	1
MADHYA PRADESH	70+	Others	M	1.1
MADHYA PRADESH	1-4	Others	T	0.1
MADHYA PRADESH	5-14	Others	T	0.1
MADHYA PRADESH	15-24	Others	T	1.9
MADHYA PRADESH	25-34	Others	T	1.2
MADHYA PRADESH	35-44	Others	T	1
MADHYA PRADESH	45-54	Others	T	0.8
MADHYA PRADESH	55-64	Others	T	0.9
MADHYA PRADESH	65-69	Others	T	0.8
MADHYA PRADESH	70+	Others	T	0.9
MAHARASHTRA	1-4	Circulatory	M	11.9
MAHARASHTRA	1-4	Circulatory	F	7.3
MAHARASHTRA	1-4	Circulatory	T	9.9
MAHARASHTRA	5-14	Circulatory	M	20.3
MAHARASHTRA	5-14	Circulatory	F	16.1
MAHARASHTRA	5-14	Circulatory	T	18.7
MAHARASHTRA	15-24	Circulatory	M	12.1
MAHARASHTRA	15-24	Circulatory	F	13.8
MAHARASHTRA	15-24	Circulatory	T	12.7
MAHARASHTRA	25-34	Circulatory	M	13.5
MAHARASHTRA	25-34	Circulatory	F	14.4
MAHARASHTRA	25-34	Circulatory	T	13.8
MAHARASHTRA	35-44	Circulatory	M	23.6
MAHARASHTRA	35-44	Circulatory	F	25.6
MAHARASHTRA	35-44	Circulatory	T	24.2
MAHARASHTRA	45-54	Circulatory	M	31.6
MAHARASHTRA	45-54	Circulatory	F	31.7
MAHARASHTRA	45-54	Circulatory	T	31.6
MAHARASHTRA	55-64	Circulatory	M	40.3
MAHARASHTRA	55-64	Circulatory	F	39.3
MAHARASHTRA	55-64	Circulatory	T	40
MAHARASHTRA	65-69	Circulatory	M	44.4
MAHARASHTRA	65-69	Circulatory	F	44
MAHARASHTRA	65-69	Circulatory	T	44.3
MAHARASHTRA	70+	Circulatory	M	44.2
MAHARASHTRA	70+	Circulatory	F	46.2
MAHARASHTRA	70+	Circulatory	T	45.1
MAHARASHTRA	1-4	Infections	M	23.4
MAHARASHTRA	1-4	Infections	F	27.2
MAHARASHTRA	1-4	Infections	T	25
MAHARASHTRA	5-14	Infections	M	20.6
MAHARASHTRA	5-14	Infections	F	27.7
MAHARASHTRA	5-14	Infections	T	23.4
MAHARASHTRA	15-24	Infections	M	13.7
MAHARASHTRA	15-24	Infections	F	22.8
MAHARASHTRA	15-24	Infections	T	17.1
MAHARASHTRA	25-34	Infections	M	18.3
MAHARASHTRA	25-34	Infections	F	27.5
MAHARASHTRA	25-34	Infections	T	21.1
MAHARASHTRA	35-44	Infections	M	19.7
MAHARASHTRA	35-44	Infections	F	22.8
MAHARASHTRA	35-44	Infections	T	20.6
MAHARASHTRA	45-54	Infections	M	16.9
MAHARASHTRA	45-54	Infections	F	17.5
MAHARASHTRA	45-54	Infections	T	17.1
MAHARASHTRA	55-64	Infections	M	13.5
MAHARASHTRA	55-64	Infections	F	12.8
MAHARASHTRA	55-64	Infections	T	13.3
MAHARASHTRA	65-69	Infections	M	11.2
MAHARASHTRA	65-69	Infections	F	10.6
MAHARASHTRA	65-69	Infections	T	11
MAHARASHTRA	70+	Infections	M	9
MAHARASHTRA	70+	Infections	F	8.2
MAHARASHTRA	70+	Infections	T	8.7
MAHARASHTRA	1-4	External Causes	M	10.4
MAHARASHTRA	1-4	External Causes	F	6
MAHARASHTRA	1-4	External Causes	T	8.6
MAHARASHTRA	5-14	External Causes	M	15.8
MAHARASHTRA	5-14	External Causes	F	9.3
MAHARASHTRA	5-14	External Causes	T	13.2
MAHARASHTRA	15-24	External Causes	M	36.9
MAHARASHTRA	15-24	External Causes	F	20
MAHARASHTRA	15-24	External Causes	T	30.6
MAHARASHTRA	25-34	External Causes	M	30.1
MAHARASHTRA	25-34	External Causes	F	13.9
MAHARASHTRA	25-34	External Causes	T	25.2
MAHARASHTRA	35-44	External Causes	M	15.5
MAHARASHTRA	35-44	External Causes	F	6.6
MAHARASHTRA	35-44	External Causes	T	13.1
MAHARASHTRA	45-54	External Causes	M	9.3
MAHARASHTRA	45-54	External Causes	F	3.8
MAHARASHTRA	45-54	External Causes	T	7.8
MAHARASHTRA	55-64	External Causes	M	5.3
MAHARASHTRA	55-64	External Causes	F	2.3
MAHARASHTRA	55-64	External Causes	T	4.3
MAHARASHTRA	65-69	External Causes	M	3.9
MAHARASHTRA	65-69	External Causes	F	1.3
MAHARASHTRA	65-69	External Causes	T	2.9
MAHARASHTRA	70+	External Causes	M	2.4
MAHARASHTRA	70+	External Causes	F	0.9
MAHARASHTRA	70+	External Causes	T	1.7
MAHARASHTRA	1-4	Unknown diseases	M	9.6
MAHARASHTRA	1-4	Unknown diseases	F	12.1
MAHARASHTRA	1-4	Unknown diseases	T	10.7
MAHARASHTRA	5-14	Unknown diseases	M	8.9
MAHARASHTRA	5-14	Unknown diseases	F	11.1
MAHARASHTRA	5-14	Unknown diseases	T	9.7
MAHARASHTRA	15-24	Unknown diseases	M	16.7
MAHARASHTRA	15-24	Unknown diseases	F	17.2
MAHARASHTRA	15-24	Unknown diseases	T	16.9
MAHARASHTRA	25-34	Unknown diseases	M	14.7
MAHARASHTRA	25-34	Unknown diseases	F	14.9
MAHARASHTRA	25-34	Unknown diseases	T	14.8
MAHARASHTRA	35-44	Unknown diseases	M	11.4
MAHARASHTRA	35-44	Unknown diseases	F	10.1
MAHARASHTRA	35-44	Unknown diseases	T	11.1
MAHARASHTRA	45-54	Unknown diseases	M	9.2
MAHARASHTRA	45-54	Unknown diseases	F	6.5
MAHARASHTRA	45-54	Unknown diseases	T	8.4
MAHARASHTRA	55-64	Unknown diseases	M	7
MAHARASHTRA	55-64	Unknown diseases	F	5.5
MAHARASHTRA	55-64	Unknown diseases	T	6.5
MAHARASHTRA	65-69	Unknown diseases	M	7.2
MAHARASHTRA	65-69	Unknown diseases	F	6.8
MAHARASHTRA	65-69	Unknown diseases	T	7
MAHARASHTRA	70+	Unknown diseases	M	12.6
MAHARASHTRA	70+	Unknown diseases	F	15.2
MAHARASHTRA	70+	Unknown diseases	T	13.8
MAHARASHTRA	1-4	Respiratory	M	21.4
MAHARASHTRA	1-4	Respiratory	F	25.1
MAHARASHTRA	1-4	Respiratory	T	23
MAHARASHTRA	5-14	Respiratory	M	12.9
MAHARASHTRA	5-14	Respiratory	F	12.9
MAHARASHTRA	5-14	Respiratory	T	12.9
MAHARASHTRA	15-24	Respiratory	M	6.5
MAHARASHTRA	15-24	Respiratory	F	7.2
MAHARASHTRA	15-24	Respiratory	T	6.8
MAHARASHTRA	25-34	Respiratory	M	5.7
MAHARASHTRA	25-34	Respiratory	F	6.7
MAHARASHTRA	25-34	Respiratory	T	6
MAHARASHTRA	35-44	Respiratory	M	6.7
MAHARASHTRA	35-44	Respiratory	F	8.3
MAHARASHTRA	35-44	Respiratory	T	7.1
MAHARASHTRA	45-54	Respiratory	M	7.4
MAHARASHTRA	45-54	Respiratory	F	9.5
MAHARASHTRA	45-54	Respiratory	T	8
MAHARASHTRA	55-64	Respiratory	M	8.8
MAHARASHTRA	55-64	Respiratory	F	10
MAHARASHTRA	55-64	Respiratory	T	9.2
MAHARASHTRA	65-69	Respiratory	M	10.5
MAHARASHTRA	65-69	Respiratory	F	11.3
MAHARASHTRA	65-69	Respiratory	T	10.8
MAHARASHTRA	70+	Respiratory	M	12.3
MAHARASHTRA	70+	Respiratory	F	12.1
MAHARASHTRA	70+	Respiratory	T	12.2
MAHARASHTRA	1-4	Cancer	M	2.2
MAHARASHTRA	1-4	Cancer	F	1.3
MAHARASHTRA	1-4	Cancer	T	1.8
MAHARASHTRA	5-14	Cancer	M	4.2
MAHARASHTRA	5-14	Cancer	F	3.9
MAHARASHTRA	5-14	Cancer	T	4.1
MAHARASHTRA	15-24	Cancer	M	2.8
MAHARASHTRA	15-24	Cancer	F	2.4
MAHARASHTRA	15-24	Cancer	T	2.6
MAHARASHTRA	25-34	Cancer	M	2.8
MAHARASHTRA	25-34	Cancer	F	5.2
MAHARASHTRA	25-34	Cancer	T	3.6
MAHARASHTRA	35-44	Cancer	M	4.1
MAHARASHTRA	35-44	Cancer	F	11.6
MAHARASHTRA	35-44	Cancer	T	6.1
MAHARASHTRA	45-54	Cancer	M	5.6
MAHARASHTRA	45-54	Cancer	F	15.2
MAHARASHTRA	45-54	Cancer	T	8.3
MAHARASHTRA	55-64	Cancer	M	7.4
MAHARASHTRA	55-64	Cancer	F	13.1
MAHARASHTRA	55-64	Cancer	T	9.2
MAHARASHTRA	65-69	Cancer	M	7.1
MAHARASHTRA	65-69	Cancer	F	9.3
MAHARASHTRA	65-69	Cancer	T	8
MAHARASHTRA	70+	Cancer	M	6.2
MAHARASHTRA	70+	Cancer	F	5.3
MAHARASHTRA	70+	Cancer	T	5.8
MAHARASHTRA	1-4	Digestive	M	2.4
MAHARASHTRA	1-4	Digestive	F	2.8
MAHARASHTRA	1-4	Digestive	T	2.6
MAHARASHTRA	5-14	Digestive	M	4.4
MAHARASHTRA	5-14	Digestive	F	1.9
MAHARASHTRA	5-14	Digestive	T	3.4
MAHARASHTRA	15-24	Digestive	M	4
MAHARASHTRA	15-24	Digestive	F	2.5
MAHARASHTRA	15-24	Digestive	T	3.5
MAHARASHTRA	25-34	Digestive	M	9.1
MAHARASHTRA	25-34	Digestive	F	2.8
MAHARASHTRA	25-34	Digestive	T	7.2
MAHARASHTRA	35-44	Digestive	M	12.6
MAHARASHTRA	35-44	Digestive	F	3.2
MAHARASHTRA	35-44	Digestive	T	10.1
MAHARASHTRA	45-54	Digestive	M	11.4
MAHARASHTRA	45-54	Digestive	F	3.3
MAHARASHTRA	45-54	Digestive	T	9.1
MAHARASHTRA	55-64	Digestive	M	6.5
MAHARASHTRA	55-64	Digestive	F	2.7
MAHARASHTRA	55-64	Digestive	T	5.3
MAHARASHTRA	65-69	Digestive	M	3.8
MAHARASHTRA	65-69	Digestive	F	2.4
MAHARASHTRA	65-69	Digestive	T	3.2
MAHARASHTRA	70+	Digestive	M	1.9
MAHARASHTRA	70+	Digestive	F	1.1
MAHARASHTRA	70+	Digestive	T	1.6
MAHARASHTRA	1-4	Blood diseases	M	3.2
MAHARASHTRA	1-4	Blood diseases	F	3.2
MAHARASHTRA	1-4	Blood diseases	T	3.2
MAHARASHTRA	5-14	Blood diseases	M	3.3
MAHARASHTRA	5-14	Blood diseases	F	3.7
MAHARASHTRA	5-14	Blood diseases	T	3.4
MAHARASHTRA	15-24	Blood diseases	M	1.6
MAHARASHTRA	15-24	Blood diseases	F	2.9
MAHARASHTRA	15-24	Blood diseases	T	2.1
MAHARASHTRA	25-34	Blood diseases	M	0.9
MAHARASHTRA	25-34	Blood diseases	F	2
MAHARASHTRA	25-34	Blood diseases	T	1.2
MAHARASHTRA	35-44	Blood diseases	M	0.8
MAHARASHTRA	35-44	Blood diseases	F	1.5
MAHARASHTRA	35-44	Blood diseases	T	1
MAHARASHTRA	45-54	Blood diseases	M	0.8
MAHARASHTRA	45-54	Blood diseases	F	1.2
MAHARASHTRA	45-54	Blood diseases	T	0.9
MAHARASHTRA	55-64	Blood diseases	M	0.5
MAHARASHTRA	55-64	Blood diseases	F	0.8
MAHARASHTRA	55-64	Blood diseases	T	0.6
MAHARASHTRA	65-69	Blood diseases	M	0.5
MAHARASHTRA	65-69	Blood diseases	F	0.8
MAHARASHTRA	65-69	Blood diseases	T	0.6
MAHARASHTRA	70+	Blood diseases	M	0.6
MAHARASHTRA	70+	Blood diseases	F	1.1
MAHARASHTRA	70+	Blood diseases	T	0.9
MAHARASHTRA	1-4	Endocrine	M	3.9
MAHARASHTRA	1-4	Endocrine	F	4.3
MAHARASHTRA	1-4	Endocrine	T	4.1
MAHARASHTRA	5-14	Endocrine	M	1.3
MAHARASHTRA	5-14	Endocrine	F	2
MAHARASHTRA	5-14	Endocrine	T	1.6
MAHARASHTRA	15-24	Endocrine	M	1.3
MAHARASHTRA	15-24	Endocrine	F	1.8
MAHARASHTRA	15-24	Endocrine	T	1.5
MAHARASHTRA	25-34	Endocrine	M	1.6
MAHARASHTRA	25-34	Endocrine	F	2.1
MAHARASHTRA	25-34	Endocrine	T	1.8
MAHARASHTRA	35-44	Endocrine	M	1.5
MAHARASHTRA	35-44	Endocrine	F	2.4
MAHARASHTRA	35-44	Endocrine	T	1.7
MAHARASHTRA	45-54	Endocrine	M	2.9
MAHARASHTRA	45-54	Endocrine	F	4.3
MAHARASHTRA	45-54	Endocrine	T	3.3
MAHARASHTRA	55-64	Endocrine	M	5.1
MAHARASHTRA	55-64	Endocrine	F	6.6
MAHARASHTRA	55-64	Endocrine	T	5.6
MAHARASHTRA	65-69	Endocrine	M	5.3
MAHARASHTRA	65-69	Endocrine	F	6.8
MAHARASHTRA	65-69	Endocrine	T	5.9
MAHARASHTRA	70+	Endocrine	M	4.7
MAHARASHTRA	70+	Endocrine	F	4.6
MAHARASHTRA	70+	Endocrine	T	4.6
MAHARASHTRA	1-4	Nervous	M	5.8
MAHARASHTRA	1-4	Nervous	F	6.8
MAHARASHTRA	1-4	Nervous	T	6.3
MAHARASHTRA	5-14	Nervous	M	4.5
MAHARASHTRA	5-14	Nervous	F	5.9
MAHARASHTRA	5-14	Nervous	T	5
MAHARASHTRA	15-24	Nervous	M	1.6
MAHARASHTRA	15-24	Nervous	F	2
MAHARASHTRA	15-24	Nervous	T	1.8
MAHARASHTRA	25-34	Nervous	M	1
MAHARASHTRA	25-34	Nervous	F	1.6
MAHARASHTRA	25-34	Nervous	T	1.2
MAHARASHTRA	35-44	Nervous	M	1.3
MAHARASHTRA	35-44	Nervous	F	1.6
MAHARASHTRA	35-44	Nervous	T	1.4
MAHARASHTRA	45-54	Nervous	M	1.3
MAHARASHTRA	45-54	Nervous	F	1.5
MAHARASHTRA	45-54	Nervous	T	1.3
MAHARASHTRA	55-64	Nervous	M	1.2
MAHARASHTRA	55-64	Nervous	F	1.4
MAHARASHTRA	55-64	Nervous	T	1.3
MAHARASHTRA	65-69	Nervous	M	1.6
MAHARASHTRA	65-69	Nervous	F	1.4
MAHARASHTRA	65-69	Nervous	T	1.5
MAHARASHTRA	70+	Nervous	M	1.7
MAHARASHTRA	70+	Nervous	F	1.5
MAHARASHTRA	70+	Nervous	T	1.6
MAHARASHTRA	1-4	Others	F	3.8
MAHARASHTRA	5-14	Others	F	5.6
MAHARASHTRA	15-24	Others	F	7.4
MAHARASHTRA	25-34	Others	F	8.8
MAHARASHTRA	35-44	Others	F	6.4
MAHARASHTRA	45-54	Others	F	5.6
MAHARASHTRA	55-64	Others	F	5.4
MAHARASHTRA	65-69	Others	F	5.2
MAHARASHTRA	70+	Others	F	3.7
MAHARASHTRA	1-4	Others	M	5.9
MAHARASHTRA	5-14	Others	M	3.9
MAHARASHTRA	15-24	Others	M	2.7
MAHARASHTRA	25-34	Others	M	2.2
MAHARASHTRA	35-44	Others	M	2.7
MAHARASHTRA	45-54	Others	M	3.5
MAHARASHTRA	55-64	Others	M	4.4
MAHARASHTRA	65-69	Others	M	4.5
MAHARASHTRA	70+	Others	M	4.4
MAHARASHTRA	1-4	Others	T	5
MAHARASHTRA	5-14	Others	T	4.6
MAHARASHTRA	15-24	Others	T	4.5
MAHARASHTRA	25-34	Others	T	4.2
MAHARASHTRA	35-44	Others	T	3.6
MAHARASHTRA	45-54	Others	T	4.1
MAHARASHTRA	55-64	Others	T	4.8
MAHARASHTRA	65-69	Others	T	4.8
MAHARASHTRA	70+	Others	T	4.2
MANIPUR	1-4	Circulatory	M	0
